year,Response ID,variable,value,var_name_edit,var_group_1,var_group_2
2021,43,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,44,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,45,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,46,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,47,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,48,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,49,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,50,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,51,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat disagree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,52,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,53,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,54,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,55,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,56,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,57,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Strongly agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,58,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,59,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,60,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,61,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,62,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,63,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,64,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,65,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,66,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,67,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,68,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,69,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,70,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,71,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,72,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Strongly agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,73,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat disagree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,74,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,75,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,76,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,77,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,78,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,79,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Strongly agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,80,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,81,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,82,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Strongly agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,83,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,84,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Neither agree nor disagree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,85,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,86,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Strongly agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,87,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,88,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,89,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,90,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,91,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,92,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,93,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,94,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Neither agree nor disagree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,95,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,96,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,97,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,98,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Neither agree nor disagree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,99,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,100,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Neither agree nor disagree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,101,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,102,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,103,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,104,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Strongly agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,105,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,106,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Neither agree nor disagree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,107,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,108,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,109,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,110,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,111,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,112,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,113,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,114,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,115,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,116,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Neither agree nor disagree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,117,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Strongly agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,118,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,119,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,120,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,121,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,122,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Strongly agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,123,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,124,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Strongly agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,125,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,126,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,127,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Strongly agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,128,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,129,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,130,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,131,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,132,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,133,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,134,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,135,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,136,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,137,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Strongly agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,138,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,139,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,140,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,141,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,142,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,143,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,144,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,145,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,146,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,147,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,148,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,149,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Neither agree nor disagree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,150,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,151,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,152,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,153,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,154,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Strongly agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,155,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,156,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Neither agree nor disagree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,157,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,158,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,159,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,160,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Strongly agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,161,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,162,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,163,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,164,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,165,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,166,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,167,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Neither agree nor disagree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,168,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,169,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Strongly agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,170,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,171,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,172,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,173,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,174,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,175,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Neither agree nor disagree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,176,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,177,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,178,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,179,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Neither agree nor disagree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,180,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,181,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,182,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,183,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,184,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,185,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Neither agree nor disagree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,186,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,187,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,188,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,189,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,190,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,191,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Neither agree nor disagree,manage_remote_helps_retain,Managing people remotely,helps retain
